Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Revenue,Payment_Method,Order_Status,Year,Month,Month_Name,Quarter,Day_Name,Age_Group
ORD005643,18-01-2026,CUST00191,Neha Sharma,Female,61,Mysuru,Karnataka,P007,Running Shoes,Fashion,1,2976.37,0,2976.37,Cash on Delivery,Delivered,2026,1,January,1,Sunday,56+
ORD006196,04-05-2026,CUST01425,Isha Rao,Female,35,Delhi,Delhi,P003,Headphones,Electronics,1,2567.41,0.1,2310.67,UPI,Delivered,2026,5,May,2,Monday,26-35
ORD000220,25-03-2026,CUST00445,Isha Singh,Male,65,Delhi,Delhi,P001,Laptop,Electronics,1,55622.85,0.1,50060.56,Credit Card,Delivered,2026,3,March,1,Wednesday,56+
ORD004166,24-01-2026,CUST00305,Ananya Gupta,Female,22,Nizamabad,Telangana,P012,Saree,Fashion,4,2818.86,0.1,10147.9,UPI,Delivered,2026,1,January,1,Saturday,18-25
ORD006100,04-03-2026,CUST00776,Diya Singh,Female,63,Mumbai,Maharashtra,P001,Laptop,Electronics,4,57161,0,228644,Credit Card,Delivered,2026,3,March,1,Wednesday,56+
ORD001293,05-03-2026,CUST00758,Vikram Reddy,Female,42,Jodhpur,Rajasthan,P014,Coffee Maker,Home & Kitchen,1,5550.2,0.15,4717.67,Credit Card,Delivered,2026,3,March,1,Thursday,36-45
ORD006738,29-06-2026,CUST00175,Arjun Reddy,Female,50,Jaipur,Rajasthan,P021,Skin Care Kit,Beauty,1,1755.49,0,1755.49,Cash on Delivery,Returned,2026,6,June,2,Monday,46-55
ORD004877,18-02-2026,CUST00374,Aarav Reddy,Male,63,Kolkata,West Bengal,P023,Protein Powder,Sports,2,3394.19,0,6788.38,Net Banking,Delivered,2026,2,February,1,Wednesday,56+
ORD007918,24-03-2026,CUST00886,Neha Sharma,Male,44,Kanpur,Uttar Pradesh,P009,T-Shirt,Fashion,1,900.92,0.15,765.78,Credit Card,Delivered,2026,3,March,1,Tuesday,36-45
ORD001029,26-02-2026,CUST01200,Vihaan Nair,Female,24,Delhi,Delhi,P016,Bedsheet,Home & Kitchen,2,1576.49,0.1,2837.68,Cash on Delivery,Delivered,2026,2,February,1,Thursday,18-25
ORD009365,06-06-2026,CUST00665,Priya Verma,Male,18,Hyderabad,Telangana,P001,Laptop,Electronics,2,51972.2,0,103944.4,Credit Card,Delivered,2026,6,June,2,Saturday,18-25
ORD008064,27-05-2026,CUST01730,Priya Patel,Male,29,Ahmedabad,Gujarat,P013,Mixer Grinder,Home & Kitchen,2,4339.48,0.05,8245.01,Credit Card,Cancelled,2026,5,May,2,Wednesday,26-35
ORD000852,17-05-2026,CUST00556,Sneha Singh,Female,22,Delhi,Delhi,P018,Air Fryer,Home & Kitchen,3,6651.47,0,19954.41,Cash on Delivery,Delivered,2026,5,May,2,Sunday,18-25
ORD001925,27-05-2026,CUST00376,Isha Kumar,Male,43,Delhi,Delhi,P014,Coffee Maker,Home & Kitchen,1,5084.75,0.1,4576.28,UPI,Delivered,2026,5,May,2,Wednesday,36-45
ORD007071,09-05-2026,CUST00629,Rohan Joshi,Male,64,New Delhi,Delhi,P026,Dumbbells,Sports,1,2685.7,0.05,2551.41,UPI,Delivered,2026,5,May,2,Saturday,56+
ORD002813,03-01-2026,CUST00955,Rohan Reddy,Female,33,Coimbatore,Tamil Nadu,P024,Yoga Mat,Sports,1,1227.02,0,1227.02,Credit Card,Delivered,2026,1,January,1,Saturday,26-35
ORD003230,18-01-2026,CUST01478,Vikram Gupta,Female,65,Kozhikode,Kerala,P005,Tablet,Electronics,1,18966.44,0.05,18018.12,Cash on Delivery,Delivered,2026,1,January,1,Sunday,56+
ORD009567,21-06-2026,CUST01297,Rohan Kumar,Female,25,Thiruvananthapuram,Kerala,P009,T-Shirt,Fashion,4,866.35,0.1,3118.86,Credit Card,Cancelled,2026,6,June,2,Sunday,18-25
ORD009104,16-03-2026,CUST00317,Ananya Gupta,Male,51,New Delhi,Delhi,P021,Skin Care Kit,Beauty,2,1663.03,0.1,2993.45,Cash on Delivery,Returned,2026,3,March,1,Monday,46-55
ORD007808,11-05-2026,CUST00852,Isha Nair,Male,28,Howrah,West Bengal,P026,Dumbbells,Sports,1,2720.9,0.05,2584.86,Credit Card,Returned,2026,5,May,2,Monday,26-35
ORD001626,08-03-2026,CUST00947,Aarav Patel,Male,64,Delhi,Delhi,P020,Perfume,Beauty,2,2269.02,0.1,4084.24,Credit Card,Returned,2026,3,March,1,Sunday,56+
ORD005926,10-01-2026,CUST01687,Meera Rao,Male,26,Kolkata,West Bengal,P014,Coffee Maker,Home & Kitchen,2,5071.56,0.1,9128.81,UPI,Cancelled,2026,1,January,1,Saturday,26-35
ORD003459,21-05-2026,CUST00427,Aditya Patel,Male,62,Howrah,West Bengal,P024,Yoga Mat,Sports,4,1138.25,0.05,4325.35,Net Banking,Delivered,2026,5,May,2,Thursday,56+
ORD002545,25-03-2026,CUST00683,Anjali Singh,Female,45,Surat,Gujarat,P029,Exam Guide,Books & Stationery,1,770.08,0.2,616.06,UPI,Delivered,2026,3,March,1,Wednesday,36-45
ORD006370,06-03-2026,CUST01342,Meera Gupta,Female,38,Nagpur,Maharashtra,P007,Running Shoes,Fashion,1,3263.9,0.2,2611.12,UPI,Delivered,2026,3,March,1,Friday,36-45
ORD001289,25-06-2026,CUST01292,Pooja Kumar,Female,51,Hyderabad,Telangana,P010,Jacket,Fashion,1,3451.38,0.05,3278.81,Cash on Delivery,Delivered,2026,6,June,2,Thursday,46-55
ORD001427,16-02-2026,CUST00142,Pooja Verma,Female,26,Coimbatore,Tamil Nadu,P017,Office Chair,Home & Kitchen,1,7095.19,0.05,6740.43,Net Banking,Delivered,2026,2,February,1,Monday,26-35
ORD006900,16-01-2026,CUST00364,Kiran Rao,Female,47,Pune,Maharashtra,P002,Smartphone,Electronics,2,28567.68,0.2,45708.29,Debit Card,Delivered,2026,1,January,1,Friday,46-55
ORD001473,20-03-2026,CUST01240,Nikhil Kumar,Female,47,Kolkata,West Bengal,P011,Backpack,Fashion,1,1752.59,0,1752.59,Net Banking,Cancelled,2026,3,March,1,Friday,46-55
ORD007203,05-06-2026,CUST00577,Rahul Kumar,Female,38,Kozhikode,Kerala,P019,Face Wash,Beauty,1,436.53,0.1,392.88,Cash on Delivery,Delivered,2026,6,June,2,Friday,36-45
ORD001765,23-05-2026,CUST01552,Rahul Rao,Female,51,Delhi,Delhi,P022,Hair Dryer,Beauty,1,2505.4,0,2505.4,Cash on Delivery,Cancelled,2026,5,May,2,Saturday,46-55
ORD009889,02-03-2026,CUST00549,Sneha Singh,Female,59,Vadodara,Gujarat,P006,Keyboard,Electronics,1,1806.16,0,1806.16,Net Banking,Returned,2026,3,March,1,Monday,56+
ORD006928,27-04-2026,CUST01126,Vikram Sharma,Male,35,New Delhi,Delhi,P019,Face Wash,Beauty,1,468.33,0,468.33,Debit Card,Delivered,2026,4,April,2,Monday,26-35
ORD005825,21-05-2026,CUST01031,Meera Singh,Male,64,Mysuru,Karnataka,P027,Notebook Set,Books & Stationery,1,584.88,0.05,555.64,Credit Card,Delivered,2026,5,May,2,Thursday,56+
ORD003092,06-05-2026,CUST00683,Anjali Singh,Female,45,Surat,Gujarat,P008,Jeans,Fashion,1,2142.33,0.1,1928.1,Cash on Delivery,Cancelled,2026,5,May,2,Wednesday,36-45
ORD000079,05-02-2026,CUST00716,Priya Singh,Female,48,Kochi,Kerala,P012,Saree,Fashion,1,2701.79,0.1,2431.61,Debit Card,Delivered,2026,2,February,1,Thursday,46-55
ORD000689,28-06-2026,CUST00605,Rohan Gupta,Male,18,Surat,Gujarat,P009,T-Shirt,Fashion,1,857,0.1,771.3,Net Banking,Delivered,2026,6,June,2,Sunday,18-25
ORD006315,19-03-2026,CUST00354,Sneha Gupta,Male,46,Hyderabad,Telangana,P024,Yoga Mat,Sports,1,1187.7,0.15,1009.54,Net Banking,Delivered,2026,3,March,1,Thursday,46-55
ORD002379,27-01-2026,CUST00800,Isha Singh,Male,34,Mangaluru,Karnataka,P001,Laptop,Electronics,1,58228.33,0.1,52405.5,UPI,Delivered,2026,1,January,1,Tuesday,26-35
ORD003022,11-05-2026,CUST00565,Vihaan Joshi,Male,44,Kolkata,West Bengal,P003,Headphones,Electronics,1,2485.73,0.05,2361.44,Credit Card,Cancelled,2026,5,May,2,Monday,36-45
ORD003126,19-01-2026,CUST00367,Sanjay Nair,Male,65,Kochi,Kerala,P005,Tablet,Electronics,1,17739.21,0.1,15965.29,Net Banking,Returned,2026,1,January,1,Monday,56+
ORD007177,08-01-2026,CUST01748,Anjali Sharma,Female,23,Mangaluru,Karnataka,P011,Backpack,Fashion,1,1769.61,0.1,1592.65,Debit Card,Delivered,2026,1,January,1,Thursday,18-25
ORD001004,02-05-2026,CUST01069,Anjali Singh,Male,23,Mangaluru,Karnataka,P014,Coffee Maker,Home & Kitchen,1,5313.12,0.05,5047.46,Net Banking,Delivered,2026,5,May,2,Saturday,18-25
ORD003635,02-03-2026,CUST01488,Neha Patel,Female,44,Kolkata,West Bengal,P009,T-Shirt,Fashion,2,915.66,0.1,1648.19,Debit Card,Cancelled,2026,3,March,1,Monday,36-45
ORD002358,02-01-2026,CUST00777,Aditya Reddy,Male,49,Udaipur,Rajasthan,P016,Bedsheet,Home & Kitchen,1,1491.05,0.1,1341.94,UPI,Delivered,2026,1,January,1,Friday,46-55
ORD006473,01-04-2026,CUST01753,Vihaan Singh,Male,37,Warangal,Telangana,P010,Jacket,Fashion,1,3323.47,0.15,2824.95,Net Banking,Delivered,2026,4,April,2,Wednesday,36-45
ORD003041,02-03-2026,CUST00852,Isha Nair,Male,28,Howrah,West Bengal,P028,Fiction Book,Books & Stationery,3,512.6,0.05,1460.91,UPI,Delivered,2026,3,March,1,Monday,26-35
ORD008735,20-05-2026,CUST01758,Arjun Verma,Female,39,Bengaluru,Karnataka,P021,Skin Care Kit,Beauty,2,1838.56,0.05,3493.26,Debit Card,Delivered,2026,5,May,2,Wednesday,36-45
ORD006876,06-02-2026,CUST00637,Ananya Sharma,Male,59,Nagpur,Maharashtra,P021,Skin Care Kit,Beauty,1,1929.35,0.15,1639.95,Credit Card,Cancelled,2026,2,February,1,Friday,56+
ORD006133,22-01-2026,CUST00423,Kiran Kumar,Female,47,New Delhi,Delhi,P002,Smartphone,Electronics,1,29464.86,0.05,27991.62,Credit Card,Returned,2026,1,January,1,Thursday,46-55
ORD007191,09-05-2026,CUST00034,Rahul Rao,Female,39,Warangal,Telangana,P018,Air Fryer,Home & Kitchen,1,6350.78,0,6350.78,Net Banking,Delivered,2026,5,May,2,Saturday,36-45
ORD009445,09-01-2026,CUST01327,Kavya Patel,Male,45,Thiruvananthapuram,Kerala,P013,Mixer Grinder,Home & Kitchen,1,3949.42,0,3949.42,UPI,Returned,2026,1,January,1,Friday,36-45
ORD003527,09-01-2026,CUST01399,Rohan Singh,Male,59,Surat,Gujarat,P029,Exam Guide,Books & Stationery,1,739.18,0.1,665.26,Credit Card,Delivered,2026,1,January,1,Friday,56+
ORD003386,12-06-2026,CUST01328,Vikram Kumar,Female,60,Noida,Uttar Pradesh,P010,Jacket,Fashion,1,3349.8,0,3349.8,Net Banking,Cancelled,2026,6,June,2,Friday,56+
ORD008025,02-06-2026,CUST01429,Neha Sharma,Female,18,Chennai,Tamil Nadu,P012,Saree,Fashion,1,2858.33,0,2858.33,Debit Card,Returned,2026,6,June,2,Tuesday,18-25
ORD007678,14-01-2026,CUST01729,Pooja Sharma,Male,57,Kozhikode,Kerala,P009,T-Shirt,Fashion,1,887.09,0,887.09,UPI,Cancelled,2026,1,January,1,Wednesday,56+
ORD004987,17-04-2026,CUST00794,Diya Singh,Male,61,Howrah,West Bengal,P011,Backpack,Fashion,1,1800.92,0.05,1710.87,Credit Card,Delivered,2026,4,April,2,Friday,56+
ORD004540,12-05-2026,CUST00014,Sanjay Sharma,Female,19,Howrah,West Bengal,P005,Tablet,Electronics,1,16656.65,0,16656.65,Debit Card,Delivered,2026,5,May,2,Tuesday,18-25
ORD000545,27-03-2026,CUST00321,Neha Sharma,Female,44,Unknown,Tamil Nadu,P017,Office Chair,Home & Kitchen,2,8012.61,0.1,14422.7,Debit Card,Delivered,2026,3,March,1,Friday,36-45
ORD000529,23-03-2026,CUST00662,Anjali Gupta,Female,29,Vadodara,Gujarat,P013,Mixer Grinder,Home & Kitchen,4,4331.14,0,17324.56,Credit Card,Delivered,2026,3,March,1,Monday,26-35
ORD004488,14-05-2026,CUST00288,Rohan Kumar,Female,54,Kanpur,Uttar Pradesh,P028,Fiction Book,Books & Stationery,1,520.23,0.05,494.22,Net Banking,Delivered,2026,5,May,2,Thursday,46-55
ORD007948,31-01-2026,CUST00759,Rohan Singh,Female,49,Kolkata,West Bengal,P011,Backpack,Fashion,1,1894.63,0.1,1705.17,Net Banking,Delivered,2026,1,January,1,Saturday,46-55
ORD009000,23-02-2026,CUST01179,Anjali Rao,Male,37,Mangaluru,Karnataka,P010,Jacket,Fashion,2,3276.54,0,6553.08,Cash on Delivery,Delivered,2026,2,February,1,Monday,36-45
ORD008684,15-04-2026,CUST00442,Pooja Singh,Female,26,Warangal,Telangana,P002,Smartphone,Electronics,1,27694.21,0,27694.21,Cash on Delivery,Delivered,2026,4,April,2,Wednesday,26-35
ORD005393,28-02-2026,CUST01264,Vikram Singh,Male,62,Kochi,Kerala,P019,Face Wash,Beauty,1,454.59,0.05,431.86,Debit Card,Delivered,2026,2,February,1,Saturday,56+
ORD005272,27-04-2026,CUST00106,Meera Kumar,Female,49,Jodhpur,Rajasthan,P030,Desk Organizer,Books & Stationery,2,925.87,0.05,1759.15,Credit Card,Delivered,2026,4,April,2,Monday,46-55
ORD006363,03-02-2026,CUST00445,Isha Singh,Male,65,Delhi,Delhi,P009,T-Shirt,Fashion,1,942.12,0.15,800.8,Credit Card,Cancelled,2026,2,February,1,Tuesday,56+
ORD005602,21-06-2026,CUST00451,Sanjay Sharma,Female,53,Thiruvananthapuram,Kerala,P025,Cricket Bat,Sports,2,3009.33,0.15,5115.86,UPI,Delivered,2026,6,June,2,Sunday,46-55
ORD006414,05-01-2026,CUST01746,Arjun Reddy,Male,57,Chennai,Tamil Nadu,P003,Headphones,Electronics,3,2307.05,0.1,6229.04,Credit Card,Returned,2026,1,January,1,Monday,56+
ORD001668,13-06-2026,CUST01028,Ananya Kumar,Female,42,Pune,Maharashtra,P028,Fiction Book,Books & Stationery,1,487.2,0.15,414.12,Debit Card,Cancelled,2026,6,June,2,Saturday,36-45
ORD001624,07-06-2026,CUST01216,Rohan Rao,Male,39,Madurai,Tamil Nadu,P010,Jacket,Fashion,2,3294.07,0.05,6258.73,Cash on Delivery,Delivered,2026,6,June,2,Sunday,36-45
ORD009686,17-02-2026,CUST01064,Sneha Patel,Female,34,Kochi,Kerala,P013,Mixer Grinder,Home & Kitchen,1,3884.18,0,3689.97,Debit Card,Returned,2026,2,February,1,Tuesday,26-35
ORD002790,13-06-2026,CUST00722,Nikhil Sharma,Male,56,Mysuru,Karnataka,P008,Jeans,Fashion,2,2063.81,0.1,3714.86,Credit Card,Returned,2026,6,June,2,Saturday,56+
ORD009352,18-02-2026,CUST00589,Sanjay Nair,Female,60,Hyderabad,Telangana,P028,Fiction Book,Books & Stationery,1,486.49,0.1,437.84,Net Banking,Delivered,2026,2,February,1,Wednesday,56+
ORD007768,16-05-2026,CUST00351,Rahul Nair,Female,30,Mumbai,Maharashtra,P026,Dumbbells,Sports,1,2795.01,0,2795.01,Cash on Delivery,Delivered,2026,5,May,2,Saturday,26-35
ORD009318,19-04-2026,CUST01739,Arjun Patel,Female,43,Coimbatore,Tamil Nadu,P015,Cookware Set,Home & Kitchen,1,3622.58,0.05,3441.45,Debit Card,Delivered,2026,4,April,2,Sunday,36-45
ORD003976,23-06-2026,CUST00802,Rohan Rao,Female,47,Chennai,Tamil Nadu,P001,Laptop,Electronics,3,50785.02,0,152355.06,Debit Card,Cancelled,2026,6,June,2,Tuesday,46-55
ORD000354,28-01-2026,CUST01700,Sneha Singh,Male,18,Lucknow,Uttar Pradesh,P021,Skin Care Kit,Beauty,1,1939.42,0.15,1648.51,Debit Card,Cancelled,2026,1,January,1,Wednesday,18-25
ORD005996,06-04-2026,CUST00362,Meera Rao,Unknown,49,Bengaluru,Karnataka,P001,Laptop,Electronics,1,58092.63,0.05,55188,UPI,Delivered,2026,4,April,2,Monday,46-55
ORD004433,30-01-2026,CUST00142,Pooja Verma,Female,26,Coimbatore,Tamil Nadu,P022,Hair Dryer,Beauty,4,2342.27,0.1,8432.17,Net Banking,Delivered,2026,1,January,1,Friday,26-35
ORD003877,12-02-2026,CUST00832,Vikram Singh,Male,42,Vadodara,Gujarat,P006,Keyboard,Electronics,1,1923.54,0.05,1827.36,Cash on Delivery,Returned,2026,2,February,1,Thursday,36-45
ORD001271,06-05-2026,CUST00615,Diya Reddy,Male,57,Kochi,Kerala,P025,Cricket Bat,Sports,2,2677.48,0.05,5087.21,Debit Card,Cancelled,2026,5,May,2,Wednesday,56+
ORD008678,14-05-2026,CUST00991,Sanjay Patel,Male,42,Jaipur,Rajasthan,P028,Fiction Book,Books & Stationery,3,467.19,0.05,1331.49,Debit Card,Delivered,2026,5,May,2,Thursday,36-45
ORD005847,24-04-2026,CUST00844,Arjun Singh,Male,35,Howrah,West Bengal,P005,Tablet,Electronics,3,18053.7,0.05,51453.05,Debit Card,Delivered,2026,4,April,2,Friday,26-35
ORD003634,14-02-2026,CUST01520,Kavya Verma,Female,36,Kolkata,West Bengal,P009,T-Shirt,Fashion,1,912.78,0.05,867.14,UPI,Delivered,2026,2,February,1,Saturday,36-45
ORD009653,20-02-2026,CUST00473,Sneha Gupta,Male,18,Howrah,West Bengal,P002,Smartphone,Electronics,3,26377.75,0,79133.25,UPI,Delivered,2026,2,February,1,Friday,18-25
ORD000425,10-01-2026,CUST00086,Rohan Patel,Male,21,Surat,Gujarat,P004,Smartwatch,Electronics,2,6479.73,0,12959.46,Net Banking,Cancelled,2026,1,January,1,Saturday,18-25
ORD002427,09-06-2026,CUST01506,Isha Gupta,Female,44,Mumbai,Maharashtra,P013,Mixer Grinder,Home & Kitchen,2,4247.25,0.1,7645.05,Cash on Delivery,Cancelled,2026,6,June,2,Tuesday,36-45
ORD007690,12-02-2026,CUST01526,Nikhil Sharma,Male,50,New Delhi,Delhi,P007,Running Shoes,Fashion,1,3016.78,0.15,2564.26,Net Banking,Delivered,2026,2,February,1,Thursday,46-55
ORD007113,10-05-2026,CUST01269,Vihaan Singh,Female,42,Madurai,Tamil Nadu,P029,Exam Guide,Books & Stationery,2,696.48,0,1392.96,Debit Card,Returned,2026,5,May,2,Sunday,36-45
ORD002700,23-03-2026,CUST00617,Diya Sharma,Male,21,New Delhi,Delhi,P025,Cricket Bat,Sports,1,2837.97,0.05,2696.07,Debit Card,Delivered,2026,3,March,1,Monday,18-25
ORD003671,20-05-2026,CUST01567,Sanjay Rao,Female,40,Jodhpur,Rajasthan,P003,Headphones,Electronics,1,2684.1,0.1,2415.69,Net Banking,Returned,2026,5,May,2,Wednesday,36-45
ORD009698,08-04-2026,CUST00692,Priya Nair,Female,29,Vadodara,Gujarat,P025,Cricket Bat,Sports,3,2993.52,0.05,8531.53,Cash on Delivery,Cancelled,2026,4,April,2,Wednesday,26-35
ORD006466,26-02-2026,CUST01068,Rahul Gupta,Female,25,Noida,Uttar Pradesh,P020,Perfume,Beauty,1,2294.71,0.1,2065.24,Credit Card,Delivered,2026,2,February,1,Thursday,18-25
ORD007016,13-06-2026,CUST01076,Arjun Gupta,Male,54,Ahmedabad,Gujarat,P014,Coffee Maker,Home & Kitchen,2,5722.88,0.05,10873.47,Net Banking,Delivered,2026,6,June,2,Saturday,46-55
ORD008388,29-01-2026,CUST00823,Anjali Gupta,Male,45,Jodhpur,Rajasthan,P017,Office Chair,Home & Kitchen,2,7037.02,0.05,13370.34,Net Banking,Cancelled,2026,1,January,1,Thursday,36-45
ORD004283,09-02-2026,CUST00535,Nikhil Sharma,Female,57,Mumbai,Maharashtra,P029,Exam Guide,Books & Stationery,3,700.07,0.15,1785.18,UPI,Delivered,2026,2,February,1,Monday,56+
ORD004349,26-03-2026,CUST01274,Kiran Verma,Male,37,Pune,Maharashtra,P010,Jacket,Fashion,1,3319.16,0.1,2987.24,Credit Card,Delivered,2026,3,March,1,Thursday,36-45
ORD000403,05-02-2026,CUST00069,Rahul Verma,Male,42,Surat,Gujarat,P026,Dumbbells,Sports,2,2505.83,0.05,4761.08,UPI,Delivered,2026,2,February,1,Thursday,36-45
ORD008725,08-03-2026,CUST01495,Isha Joshi,Female,50,Mangaluru,Karnataka,P002,Smartphone,Electronics,1,27581.5,0.1,24823.35,Debit Card,Delivered,2026,3,March,1,Sunday,46-55
ORD000317,03-04-2026,CUST01426,Arjun Joshi,Male,27,Kochi,Kerala,P014,Coffee Maker,Home & Kitchen,3,5588.45,0.05,15927.08,Credit Card,Returned,2026,4,April,2,Friday,26-35
ORD000106,13-06-2026,CUST01130,Aarav Nair,Female,58,Jaipur,Rajasthan,P007,Running Shoes,Fashion,2,3032.73,0.05,5762.19,UPI,Delivered,2026,6,June,2,Saturday,56+
ORD006675,10-03-2026,CUST00899,Aditya Verma,Male,22,Nizamabad,Telangana,P006,Keyboard,Electronics,1,1808.87,0.1,1627.98,Debit Card,Cancelled,2026,3,March,1,Tuesday,18-25
ORD006011,28-04-2026,CUST00385,Arjun Kumar,Male,47,Nagpur,Maharashtra,P008,Jeans,Fashion,1,2270.58,0.1,2043.52,Cash on Delivery,Delivered,2026,4,April,2,Tuesday,46-55
ORD000527,13-01-2026,CUST01011,Priya Verma,Male,25,Kolkata,West Bengal,P011,Backpack,Fashion,1,1722.8,0.05,1636.66,Cash on Delivery,Cancelled,2026,1,January,1,Tuesday,18-25
ORD004614,22-01-2026,CUST01616,Kiran Reddy,Female,45,Kolkata,West Bengal,P026,Dumbbells,Sports,2,2605.04,0,5210.08,Credit Card,Delivered,2026,1,January,1,Thursday,36-45
ORD008878,08-01-2026,CUST00492,Meera Verma,Male,60,Lucknow,Uttar Pradesh,P021,Skin Care Kit,Beauty,1,1847.17,0.1,1662.45,Credit Card,Returned,2026,1,January,1,Thursday,56+
ORD009673,10-02-2026,CUST01651,Rohan Singh,Male,63,Mangaluru,Karnataka,P008,Jeans,Fashion,1,2097.31,0.05,1992.44,Credit Card,Delivered,2026,2,February,1,Tuesday,56+
ORD003521,10-02-2026,CUST00462,Priya Rao,Male,56,Coimbatore,Tamil Nadu,P006,Keyboard,Electronics,1,1682.21,0.2,1345.77,Debit Card,Delivered,2026,2,February,1,Tuesday,56+
ORD004933,06-06-2026,CUST00894,Rohan Sharma,Male,36,Delhi,Delhi,P029,Exam Guide,Books & Stationery,1,738.77,0,738.77,Debit Card,Returned,2026,6,June,2,Saturday,36-45
ORD006517,27-06-2026,CUST01437,Aditya Verma,Male,51,Vadodara,Gujarat,P003,Headphones,Electronics,3,2538.78,0.1,6854.71,Cash on Delivery,Delivered,2026,6,June,2,Saturday,46-55
ORD007803,31-03-2026,CUST00897,Sneha Verma,Male,25,Delhi,Delhi,P003,Headphones,Electronics,2,2427.75,0.1,4369.95,Cash on Delivery,Delivered,2026,3,March,1,Tuesday,18-25
ORD003488,16-04-2026,CUST00370,Vikram Gupta,Male,59,Jaipur,Rajasthan,P024,Yoga Mat,Sports,1,1279,0.2,1023.2,Cash on Delivery,Cancelled,2026,4,April,2,Thursday,56+
ORD006894,18-01-2026,CUST00723,Vikram Gupta,Male,52,Vadodara,Gujarat,P011,Backpack,Fashion,1,1771.41,0,1771.41,Credit Card,Delivered,2026,1,January,1,Sunday,46-55
ORD001432,20-04-2026,CUST01232,Arjun Joshi,Male,29,Pune,Maharashtra,P011,Backpack,Fashion,3,1741.34,0.05,4962.82,UPI,Returned,2026,4,April,2,Monday,26-35
ORD006018,11-04-2026,CUST01261,Priya Gupta,Male,54,Kolkata,West Bengal,P024,Yoga Mat,Sports,2,1240.07,0.1,2232.13,Cash on Delivery,Cancelled,2026,4,April,2,Saturday,46-55
ORD009031,24-01-2026,CUST00883,Diya Reddy,Female,29,New Delhi,Delhi,P023,Protein Powder,Sports,2,3386.65,0.1,6095.97,UPI,Cancelled,2026,1,January,1,Saturday,26-35
ORD006024,22-04-2026,CUST01183,Anjali Reddy,Female,54,Hyderabad,Telangana,P018,Air Fryer,Home & Kitchen,3,6634.96,0.1,17914.39,Credit Card,Delivered,2026,4,April,2,Wednesday,46-55
ORD005177,03-05-2026,CUST01230,Aarav Kumar,Male,62,Nagpur,Maharashtra,P006,Keyboard,Electronics,1,1681.19,0.05,1597.13,Net Banking,Delivered,2026,5,May,2,Sunday,56+
ORD008829,20-02-2026,CUST00575,Aditya Singh,Female,24,Mumbai,Maharashtra,P025,Cricket Bat,Sports,1,3004.98,0,3004.98,Cash on Delivery,Delivered,2026,2,February,1,Friday,18-25
ORD008248,05-02-2026,CUST00824,Rohan Patel,Male,28,Kochi,Kerala,P001,Laptop,Electronics,1,57257.33,0,57257.33,Net Banking,Cancelled,2026,2,February,1,Thursday,26-35
ORD002335,17-01-2026,CUST00992,Nikhil Joshi,Male,36,Kanpur,Uttar Pradesh,P029,Exam Guide,Books & Stationery,2,732.08,0.1,1317.74,Cash on Delivery,Delivered,2026,1,January,1,Saturday,36-45
ORD004294,18-03-2026,CUST01744,Sneha Singh,Male,45,Mangaluru,Karnataka,P021,Skin Care Kit,Beauty,1,1887.48,0.1,1698.73,Debit Card,Delivered,2026,3,March,1,Wednesday,36-45
ORD007443,12-01-2026,CUST01509,Priya Patel,Male,58,Kochi,Kerala,P016,Bedsheet,Home & Kitchen,1,1476.33,0.05,1402.51,Net Banking,Delivered,2026,1,January,1,Monday,56+
ORD005736,09-04-2026,CUST00249,Sneha Kumar,Female,37,Mumbai,Maharashtra,P016,Bedsheet,Home & Kitchen,1,1591.83,0.05,1512.24,UPI,Returned,2026,4,April,2,Thursday,36-45
ORD002029,19-05-2026,CUST01592,Isha Singh,Female,37,Kochi,Kerala,P011,Backpack,Fashion,1,1874.74,0.05,1781,Net Banking,Delivered,2026,5,May,2,Tuesday,36-45
ORD004664,31-01-2026,CUST00432,Nikhil Singh,Male,39,Delhi,Delhi,P027,Notebook Set,Books & Stationery,1,608.95,0,608.95,Cash on Delivery,Delivered,2026,1,January,1,Saturday,36-45
ORD008118,17-05-2026,CUST00848,Priya Reddy,Female,43,Kochi,Kerala,P025,Cricket Bat,Sports,1,2646.54,0.1,2381.89,UPI,Cancelled,2026,5,May,2,Sunday,36-45
ORD001190,20-06-2026,CUST00692,Priya Nair,Female,29,Vadodara,Gujarat,P011,Backpack,Fashion,2,1904.31,0.1,3427.76,Net Banking,Delivered,2026,6,June,2,Saturday,26-35
ORD009464,06-03-2026,CUST01371,Priya Patel,Male,53,Udaipur,Rajasthan,P030,Desk Organizer,Books & Stationery,1,828.67,0,828.67,UPI,Returned,2026,3,March,1,Friday,46-55
ORD007702,20-01-2026,CUST00576,Ananya Gupta,Female,56,Warangal,Telangana,P025,Cricket Bat,Sports,1,2869.89,0.05,2726.4,UPI,Returned,2026,1,January,1,Tuesday,56+
ORD009161,29-05-2026,CUST00631,Rohan Patel,Male,46,Nizamabad,Telangana,P027,Notebook Set,Books & Stationery,1,584.07,0,584.07,UPI,Delivered,2026,5,May,2,Friday,46-55
ORD005171,10-05-2026,CUST00719,Priya Reddy,Female,45,Kanpur,Uttar Pradesh,P024,Yoga Mat,Sports,1,1275.64,0.1,1148.08,Credit Card,Delivered,2026,5,May,2,Sunday,36-45
